,TICKER,date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,COMNAM,SHRCD,EXCHCD,SICCD,PRC,VOL,RET,SHROUT,BIDLO,ASKHI,OPENPRC,vwretd,ewretd,sprtrn,TICKER_encoded,SHRCD_encoded,EXCHCD_encoded,SICCD_encoded,market_cap,RET_calc,RET_interp,TB3MS,T10Y2Y,BAA10Y
10,AAPL,2014-11-30,22.043,0.223,10.361,18.325,18.439,18.439,18.439,3.816,11.681,0.284,0.216,0.331,0.287,0.429,0.293,0.26,0.275,0.291,0.365,0.261,0.336,0.254,0.336,1.46,0.587,0.339,0.794,0.206,0.251,0.206,0.017,0.015,0.208,0.031,0.397,0.152,0.584,0.179,0.527,0.241,0.953,0.941,0.496,0.84,5.833,0.22,0.519,0.37,1.078,103.891,136.727,0.395,1.047,1.08,51.691,53.838,0.833,7.639,3.982,1.301,1.639,35.962,0.033,0.007,0.0,-0.092,5.292,0.876,0.0158,APPLE INC,11,3,3571,118.93,24814402.0,-0.000588,5864840.0,118.05,119.4,119.27,-0.006097,-0.013253,-0.002542,0.0,0.0,1.0,10.0,697505421.2,-0.0005882352941175562,-0.000588,0.02,1.7983333333333331,2.4594444444444448
11,AAPL,2014-12-31,20.324,0.223,10.361,17.008,17.113,17.113,17.113,3.518,10.77,0.284,0.216,0.331,0.287,0.429,0.293,0.26,0.275,0.291,0.365,0.261,0.336,0.254,0.336,1.46,0.587,0.339,0.794,0.206,0.251,0.206,0.017,0.015,0.208,0.031,0.397,0.152,0.584,0.179,0.527,0.241,0.953,0.941,0.496,0.84,5.833,0.22,0.519,0.37,1.078,103.891,136.727,0.395,1.047,1.08,51.691,53.838,0.833,7.639,3.982,1.301,1.639,35.962,0.033,0.007,0.0,-0.092,4.879,0.813,0.017,APPLE INC,11,3,3571,110.38,41403351.0,-0.019019,5826419.0,110.21,113.13,112.82,-0.008784,-0.001034,-0.010311,0.0,0.0,1.0,10.0,643120129.22,-0.019018841094916472,-0.019019,0.03,1.5718181818181818,2.5304545454545457
12,AAPL,2015-01-31,21.566,0.223,10.361,18.052,18.164,18.164,18.164,3.733,11.428,0.284,0.216,0.331,0.287,0.429,0.293,0.26,0.275,0.291,0.365,0.261,0.336,0.254,0.336,1.46,0.587,0.339,0.794,0.206,0.251,0.206,0.017,0.015,0.208,0.031,0.397,0.152,0.584,0.179,0.527,0.241,0.953,0.941,0.496,0.84,5.833,0.22,0.519,0.37,1.078,103.891,136.727,0.395,1.047,1.08,51.691,53.838,0.833,7.639,3.982,1.301,1.639,35.962,0.033,0.007,0.0,-0.092,5.178,0.863,0.016,APPLE INC,11,3,3571,117.16,83753961.0,-0.014634,5824748.0,116.85,120.0,118.4,-0.012152,-0.009641,-0.012992,0.0,0.0,1.0,10.0,682427475.68,-0.014634146341463539,-0.014634,0.03,1.33,2.573
13,AAPL,2015-02-28,23.765,0.228,8.768,4.299,4.328,4.328,4.328,3.745,10.574,0.251,0.223,0.339,0.297,0.434,0.301,0.264,0.306,0.317,0.407,0.261,0.369,0.275,0.369,1.586,0.666,0.377,0.816,0.184,0.205,0.184,0.016,0.014,0.306,0.027,0.309,0.13,0.442,0.102,0.508,0.241,1.195,1.25,0.496,0.847,6.053,0.192,0.484,0.323,0.938,104.16,137.555,0.604,1.248,1.282,51.691,57.818,0.867,8.894,4.205,1.37,1.679,12.497,0.033,0.007,0.0,-0.115,5.101,0.863,0.0146,APPLE INC,11,3,3571,128.46001,62014948.0,-0.014991,5824748.0,128.24001,130.57001,130.0,-0.002605,-0.001387,-0.002956,0.0,0.0,1.0,10.0,748247186.3274801,-0.01499045470156446,-0.014991,0.02,1.3563157894736841,2.531578947368421
14,AAPL,2015-03-31,23.019,0.228,8.768,4.164,4.192,4.192,4.192,3.627,10.242,0.251,0.223,0.339,0.297,0.434,0.301,0.264,0.306,0.317,0.407,0.261,0.369,0.275,0.369,1.586,0.666,0.377,0.816,0.184,0.205,0.184,0.016,0.014,0.306,0.027,0.309,0.13,0.442,0.102,0.508,0.241,1.195,1.25,0.496,0.847,6.053,0.192,0.484,0.323,0.938,104.16,137.555,0.604,1.248,1.282,51.691,57.818,0.867,8.894,4.205,1.37,1.679,12.497,0.033,0.007,0.0,-0.115,4.941,0.863,0.0151,APPLE INC,11,3,3571,124.43,42304683.0,-0.015352,5824748.0,124.355,126.49,126.09,-0.007119,-0.003535,-0.008796,0.0,0.0,1.0,10.0,724773393.64,-0.015351744876157314,-0.015352,0.03,1.4022727272727273,2.4963636363636366
15,AAPL,2015-04-30,22.904,0.228,8.768,4.188,4.217,4.217,4.217,3.609,10.191,0.251,0.223,0.339,0.297,0.434,0.301,0.264,0.306,0.317,0.407,0.261,0.369,0.275,0.369,1.586,0.666,0.377,0.816,0.184,0.205,0.184,0.016,0.014,0.306,0.027,0.309,0.13,0.442,0.102,0.508,0.241,1.195,1.25,0.496,0.847,6.053,0.192,0.484,0.323,0.938,104.16,137.555,0.604,1.248,1.282,51.691,57.818,0.867,8.894,4.205,1.37,1.679,12.497,0.033,0.007,0.0,-0.115,4.916,0.863,0.015,APPLE INC,11,3,3571,125.15,83195423.0,-0.027130,5762278.0,124.58,127.88,127.5,-0.010676,-0.011719,-0.010129,0.0,0.0,1.0,10.0,721149091.7,-0.02712997512437798,-0.027130,0.02,1.395,2.549090909090909
16,AAPL,2015-05-31,22.52,0.213,9.098,3.996,4.026,4.026,4.026,3.538,9.838,0.235,0.225,0.344,0.302,0.439,0.306,0.268,0.316,0.342,0.43,0.261,0.402,0.29,0.402,1.859,0.703,0.381,0.788,0.212,0.238,0.212,0.016,0.014,0.261,0.029,0.32,0.15,0.502,0.109,0.491,0.265,1.206,1.261,0.496,0.845,6.255,0.228,0.504,0.348,1.016,94.925,125.68,0.531,1.155,1.189,51.691,56.801,0.868,9.205,4.276,1.379,1.75,18.537,0.033,0.007,0.0,-0.12,4.912,0.863,0.016,APPLE INC,11,3,3571,130.28,51248429.0,-0.011383,5762278.0,129.89999,131.45,131.23,-0.005829,-0.002778,-0.006318,0.0,0.0,1.0,10.0,750709577.84,-0.011382607375929554,-0.011383,0.02,1.5885,2.691
17,AAPL,2015-06-30,21.467,0.213,9.098,3.847,3.876,3.876,3.876,3.373,9.378,0.235,0.225,0.344,0.302,0.439,0.306,0.268,0.316,0.342,0.43,0.261,0.402,0.29,0.402,1.859,0.703,0.381,0.788,0.212,0.238,0.212,0.016,0.014,0.261,0.029,0.32,0.15,0.502,0.109,0.491,0.265,1.206,1.261,0.496,0.845,6.255,0.228,0.504,0.348,1.016,94.925,125.68,0.531,1.155,1.189,51.691,56.801,0.868,9.205,4.276,1.379,1.75,18.537,0.033,0.007,0.0,-0.12,4.682,0.863,0.0166,APPLE INC,11,3,3571,125.425,44372693.0,0.007187,5705400.0,124.86,126.12,125.57,0.002975,0.004032,0.002658,0.0,0.0,1.0,10.0,715599795.0,0.00718702320725928,0.007187,0.02,1.675,2.7618181818181817
18,AAPL,2015-07-31,20.751,0.213,9.098,3.721,3.748,3.748,3.748,3.26,9.065,0.235,0.225,0.344,0.302,0.439,0.306,0.268,0.316,0.342,0.43,0.261,0.402,0.29,0.402,1.859,0.703,0.381,0.788,0.212,0.238,0.212,0.016,0.014,0.261,0.029,0.32,0.15,0.502,0.109,0.491,0.265,1.206,1.261,0.496,0.845,6.255,0.228,0.504,0.348,1.016,94.925,125.68,0.531,1.155,1.189,51.691,56.801,0.868,9.205,4.276,1.379,1.75,18.537,0.033,0.007,0.0,-0.12,4.526,0.68,0.0171,APPLE INC,11,3,3571,121.3,42885153.0,-0.008744,5702722.0,120.91,122.6425,122.6,-0.000764,0.002575,-0.002272,0.0,0.0,1.0,10.0,691740178.6,-0.008743973196044807,-0.008744,0.03,1.656818181818182,2.877272727272727
19,AAPL,2015-08-31,18.237,0.21,9.106,3.229,3.251,3.251,3.251,2.866,7.935,0.225,0.226,0.347,0.302,0.442,0.307,0.271,0.319,0.355,0.429,0.261,0.419,0.292,0.419,2.177,0.74,0.386,0.767,0.233,0.266,0.233,0.016,0.014,0.233,0.03,0.328,0.165,0.546,0.124,0.485,0.277,1.193,1.242,0.496,0.859,6.542,0.256,0.524,0.37,1.1,84.175,111.102,0.48,1.08,1.114,51.691,56.677,0.873,9.419,4.263,1.405,1.833,30.209,0.034,0.007,0.0,-0.121,4.281,0.68,0.0184,APPLE INC,11,3,3571,112.76,56229563.0,-0.004678,5702722.0,112.0,114.53,112.03,-0.007265,0.001207,-0.008392,0.0,0.0,1.0,10.0,643038932.72,-0.004678259334451429,-0.004678,0.07,1.4695238095238095,3.020952380952381
20,AAPL,2015-09-30,98.551,0.221,5.178,33.5225,36.80166666666667,-9.685833333333335,-9.685833333333335,8.164,50.207,10.327,0.043,0.256,0.221,0.398,0.051,0.084,0.072,0.023,0.078,0.163,0.006,0.041,0.029,0.496,0.307,0.114,0.525,0.47,0.472,0.471,0.067,0.067,0.108,0.254,0.229,0.378,5.168,0.004,0.132,0.653,0.961,0.61,0.102,0.814,9.133,0.718,0.576,0.498,1.373,1.481,2.497,0.823,1.308,1.755,23.788,5.057,0.285,9.323,4.004,0.356,0.683,4.972,0.0,0.035,0.0,-0.034,4.53,-4.7095,0.031200000000000002,APPLE INC,11,3,3571,110.3,66473033.0,0.011370,5702722.0,108.73,111.54,110.17,0.01943,0.014167,0.019076,0.0,0.0,1.0,10.0,629010236.6,0.011369888134971529,0.011370,0.02,1.4595238095238094,3.1680952380952383
21,AAPL,2015-10-31,108.896,0.2,5.178,37.297000000000004,39.92033333333333,-53.05466666666667,-53.05466666666667,9.021,55.477,10.327,0.043,0.256,0.221,0.398,0.051,0.084,0.072,0.023,0.078,0.163,0.006,0.041,0.029,0.496,0.307,0.114,0.525,0.47,0.472,0.471,0.067,0.067,0.108,0.254,0.229,0.378,5.168,0.004,0.132,0.653,0.961,0.61,0.102,0.814,9.133,0.718,0.576,0.498,1.373,1.481,2.497,0.823,1.308,1.755,23.788,5.057,0.285,9.323,4.004,0.356,0.683,4.972,0.0,0.035,0.0,-0.034,5.005,-4.7095,0.0282,APPLE INC,11,3,3571,119.5,49365254.0,-0.008546,5575331.0,119.45,121.22,120.99,-0.004004,-0.001223,-0.00481,0.0,0.0,1.0,10.0,666252054.5,-0.008545590309466555,-0.008546,0.02,1.4252380952380952,3.2714285714285714
22,AAPL,2015-11-30,16.69,0.233,8.318,12.748,12.831,12.831,12.831,2.822,8.116,0.218,0.228,0.35,0.305,0.446,0.31,0.277,0.313,0.388,0.431,0.264,0.462,0.337,0.462,2.502,0.709,0.358,0.691,0.309,0.373,0.309,0.018,0.015,0.243,0.026,0.339,0.222,0.789,0.171,0.471,0.312,1.014,1.008,0.475,0.862,7.615,0.373,0.589,0.456,1.434,73.843,97.176,0.516,1.08,1.109,51.691,58.112,0.895,8.12,3.953,1.352,1.958,26.655,0.035,0.008,0.0,-0.107,4.599,0.827,0.0176,APPLE INC,11,3,3571,118.3,39180335.0,0.004159,5575331.0,117.75,119.41,117.99,-0.003859,-0.000273,-0.004641,0.0,0.0,1.0,10.0,659561657.3,0.004159239453357166,0.004159,0.12,1.378421052631579,3.194736842105263
23,AAPL,2015-12-31,14.768,0.233,8.318,11.343,11.416,11.416,11.416,2.497,7.182,0.218,0.228,0.35,0.305,0.446,0.31,0.277,0.313,0.388,0.431,0.264,0.462,0.337,0.462,2.502,0.709,0.358,0.691,0.309,0.373,0.309,0.018,0.015,0.243,0.026,0.339,0.222,0.789,0.171,0.471,0.312,1.014,1.008,0.475,0.862,7.615,0.373,0.589,0.456,1.434,73.843,97.176,0.516,1.08,1.109,51.691,58.112,0.895,8.12,3.953,1.352,1.958,26.655,0.035,0.008,0.0,-0.107,4.069,0.736,0.019799999999999998,APPLE INC,11,3,3571,105.26,40917316.0,-0.019195,5544487.0,104.82,107.03,107.01,-0.008181,-0.002015,-0.009412,0.0,0.0,1.0,10.0,583612701.62,-0.01919493104733494,-0.019195,0.23,1.26,3.2122727272727274
24,AAPL,2016-01-31,13.657,0.233,8.318,10.489,10.557,10.557,10.557,2.309,6.641,0.218,0.228,0.35,0.305,0.446,0.31,0.277,0.313,0.388,0.431,0.264,0.462,0.337,0.462,2.502,0.709,0.358,0.691,0.309,0.373,0.309,0.018,0.015,0.243,0.026,0.339,0.222,0.789,0.171,0.471,0.312,1.014,1.008,0.475,0.862,7.615,0.373,0.589,0.456,1.434,73.843,97.176,0.516,1.08,1.109,51.691,58.112,0.895,8.12,3.953,1.352,1.958,26.655,0.035,0.008,0.0,-0.107,3.763,0.68,0.021400000000000002,APPLE INC,11,3,3571,97.34,64416906.0,0.034541,5544583.0,94.35,97.34,94.79,0.024547,0.022985,0.02476,0.0,0.0,1.0,10.0,539709709.22,0.03454139653523214,0.034541,0.26,1.1857894736842105,3.3626315789473686
25,AAPL,2016-02-29,13.717,0.257,8.685,2.569,2.583,2.566,2.566,2.287,7.147,0.218,0.229,0.351,0.301,0.45,0.31,0.279,0.303,0.362,0.405,0.264,0.432,0.285,0.432,2.403,0.714,0.377,0.721,0.279,0.324,0.279,0.018,0.016,0.239,0.03,0.306,0.202,0.686,0.14,0.456,0.315,1.172,1.069,0.475,0.845,7.155,0.326,0.551,0.407,1.226,62.197,80.418,0.525,1.052,1.085,51.691,55.875,0.839,10.08,4.364,1.346,1.867,39.526,0.037,0.008,0.0,-0.077,3.577,0.68,0.0215,APPLE INC,11,3,3571,96.69,35216277.0,-0.002270,5544583.0,96.65,98.23,96.86,-0.005893,0.001118,-0.008121,0.0,0.0,1.0,10.0,536105730.27,-0.002270147559591318,-0.002270,0.31,1.046,3.559
26,AAPL,2016-03-31,15.277,0.257,8.685,2.896,2.911,2.893,2.893,2.547,7.961,0.218,0.229,0.351,0.301,0.45,0.31,0.279,0.303,0.362,0.405,0.264,0.432,0.285,0.432,2.403,0.714,0.377,0.721,0.279,0.324,0.279,0.018,0.016,0.239,0.03,0.306,0.202,0.686,0.14,0.456,0.315,1.172,1.069,0.475,0.845,7.155,0.326,0.551,0.407,1.226,62.197,80.418,0.525,1.052,1.085,51.691,55.875,0.839,10.08,4.364,1.346,1.867,39.526,0.037,0.008,0.0,-0.077,3.984,0.68,0.0191,APPLE INC,11,3,3571,108.99,25892093.0,-0.005203,5478446.0,108.88,109.9,109.72,-0.000869,0.001595,-0.00204,0.0,0.0,1.0,10.0,597095829.54,-0.005202628696604705,-0.005203,0.29,1.014090909090909,3.244545454545454
27,AAPL,2016-04-30,13.137,0.257,8.685,2.49,2.504,2.488,2.488,2.19,6.845,0.218,0.229,0.351,0.301,0.45,0.31,0.279,0.303,0.362,0.405,0.264,0.432,0.285,0.432,2.403,0.714,0.377,0.721,0.279,0.324,0.279,0.018,0.016,0.239,0.03,0.306,0.202,0.686,0.14,0.456,0.315,1.172,1.069,0.475,0.845,7.155,0.326,0.551,0.407,1.226,62.197,80.418,0.525,1.052,1.085,51.691,55.875,0.839,10.08,4.364,1.346,1.867,39.526,0.037,0.008,0.0,-0.077,3.426,0.68,0.0222,APPLE INC,11,3,3571,93.74,68714435.0,-0.011494,5477425.0,92.51,94.72,93.99,-0.004465,-0.003775,-0.005063,0.0,0.0,1.0,10.0,513453819.5,-0.011494252873563204,-0.011494,0.23,1.0371428571428571,2.98
28,AAPL,2016-05-31,13.459,0.257,8.895,2.78,2.796,2.774,2.774,2.41,8.1,0.235,0.223,0.343,0.292,0.448,0.301,0.275,0.279,0.34,0.364,0.264,0.404,0.262,0.404,2.416,0.679,0.35,0.693,0.307,0.36,0.307,0.019,0.016,0.258,0.028,0.292,0.225,0.839,0.146,0.441,0.339,1.074,0.931,0.475,0.828,7.388,0.374,0.567,0.431,1.307,49.917,64.012,0.585,1.085,1.117,51.691,54.95,0.781,9.588,4.161,1.249,1.802,26.791,0.04,0.008,0.0,-0.059,3.565,0.68,0.022799999999999997,APPLE INC,11,3,3571,99.86,42307212.0,-0.004883,5477425.0,98.82,100.4,99.6,-0.000348,0.00328,-0.001,0.0,0.0,1.0,10.0,546975660.5,-0.004882909815645209,-0.004883,0.27,0.99,2.8704761904761904
29,AAPL,2016-06-30,1.153,0.96,10.5,35.636,35.636,58.074,58.074,0.653,2.559,0.0,0.037,0.307,0.235,0.586,0.125,0.152,0.049,0.014,0.065,0.459,0.016,0.026,0.016,1.171,0.304,0.097,0.44,0.259,0.27,0.371,0.053,0.051,0.038,0.0,0.186,0.221,4.34,0.039,0.245,0.54,0.529,0.44,0.104,0.791,6.888,0.493,0.393,0.407,1.092,1.545,3.473,0.155,0.512,0.512,8.99,4.5,0.166,18.116,2.586,0.202,0.46,391.328,0.0,0.048,0.0,-0.036,0.281,0.367,0.0,APPLE INC,11,3,3571,95.6,35920357.0,0.012712,5393165.0,94.3,95.77,94.44,0.013181,0.009829,0.013565,0.0,0.0,1.0,10.0,515586573.99999994,0.012711864406779627,0.012712,0.27,0.9127272727272728,2.880909090909091
